Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
002219,ARTH,639,ISSUES IN NORTH AMERICAN ARCHITECTURAL HISTORY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002222,ARTH,640,ISSUES IN NORTH AMERICAN PHOTOGRAPHIC HISTORY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002241,ARTH,642,ASPECTS OF MEDIA AND NEW MEDIA,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002266,ARTH,647,INDEPENDENT STUDIES IN NORTH AMERICAN ART HISTORY,3.00,SEM,Seminar,You must have completed a minimum amount of 15 credits.,GRAD,,Check academic program site,
002269,ARTH,648,ASPECTS OF MUSEUM AND CURATORIAL STUDIES: THEORY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002273,ARTH,649,ASPECTS OF CURATORIAL PRACTICE,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002278,ARTH,655,THESIS SEMINAR,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002279,ARTH,656,THESIS,24.00,SEM,Seminar,,GRAD,,Check academic program site,
002281,ARTH,656B,THESIS,24.00,LEC,Lecture,,GRAD,,Check academic program site,
002285,ARTH,662,SEM-20TH CENT CANADIAN ART,6.00,LEC,Lecture,,GRAD,,Check academic program site,
002298,ARTH,800,ARTH AND ITS METHODOLOGIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
002357,ARTH,807,DOCTORAL FORUM,3.00,WKS,Workshop,,GRAD,,Check academic program site,
002359,ARTH,820,ATELIER DE RECHERCHE,6.00,THE,Thesis Research,,GRAD,,Check academic program site,
040143,ARTH,656A,THESIS,15.00,LEC,Lecture,,GRAD,,Check academic program site,
040144,ARTH,808,COMPREHENSIVE EXAMINATION,9.00,SEM,Seminar,,GRAD,,Check academic program site,
040145,ARTH,830,THESIS,60.00,LEC,Lecture,,GRAD,,Check academic program site,
045179,ARTH,641,ISSUES IN VISUAL AND MATERIAL CULTURE,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046497,ARTH,298,TOPICS IN GENRE STUDIES,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046498,ARTH,398,SPEC.TOPICS IN ART & SOCIETY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046499,ARTH,448,ADV. SEMINAR IN ART & FILM,3.00,SEM,Seminar,ARTH 348 or FMST 348,UGRD,,Check academic program site,
046500,ARTH,471,SPEC. TOPICS IN ART HISTORY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046501,ARTH,472,SPECIAL TOPICS IN ART HIST,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046502,ARTH,498,TOPICS IN ART & ARCHITECTURE,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046503,ARTH,611,INDUSTRIALIZATION AND THE BUILT ENVIRONMENT,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046504,ARTH,612,"CONTEXTUALIZING NORTH AMERICAN SCULPTURE: TOPICS IN HISTORY, THEORY AND PRACTICE",3.00,LEC,Lecture,,GRAD,,Check academic program site,
046505,ARTH,613,Special Topics in Indigenous Art and Art History,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046506,ARTH,643,TOPICS IN ART AND GLOBALIZATION,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046507,ARTH,644,SPEC PROBLEMS-CANADIAN ARTH,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046508,ARTH,645,SPEC PROBLEMS-CANADIAN ARTH,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046509,ARTH,801,PERIODS AND TERRITORIES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046510,ARTH,802,CLASSIFICATION:GENRES/DISC.,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046511,ARTH,803,THEMATIC QUESTIONS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046512,ARTH,804,WRITINGS ON ART,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046513,ARTH,805,EXAM. OF ARTISTIC CONTEXT	,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046514,ARTH,806,FORMAL AND SEMANTIC STUDIES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
047490,ARTH,809,ART HISTORY AND ITS METHODOLOGIES I,3.00,SEM,Seminar,,GRAD,,Check academic program site,
047491,ARTH,810,Problématiques de l'histoire de l'art,3.00,SEM,Seminar,,GRAD,,Check academic program site,
048308,ARTH,654,ANNOTATED REVIEW OF SOURCES AND DOCUMENTS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
049114,ARTH,650,SUPERVISED INTERNSHIP,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
002425,ARTT,470,Professional Internship,6.00,PRA,Practicum/Intership/work term,You must have completed a minimum amount of 48 credits.,UGRD,,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,
002426,ARTT,471,Professional Internship I,3.00,PRA,Practicum/Intership/work term,You must have completed a minimum amount of 48 credits.,UGRD,,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,
002427,ARTT,472,Professional Internship II,3.00,PRA,Practicum/Intership/work term,Course Prerequisite: ARTT471  You must have completed a minimum amount of 48 credits.,UGRD,,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,
046515,ARTT,398,TOPICS/STUDIO:IDEAS & ISSUES,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046516,ARTT,399,TOPICS/STUDIO:IDEAS & ISSUES,6.00,LEC,Lecture,,UGRD,,Check academic program site,
002431,ARTX,280,Integrated Studio in Contemporary Art Practices I,6.00,STU,Studio,"   Never Taken/Not Registered: ARTX250, ARTX260, ARTX270",UGRD,,Studio course,
002432,ARTX,380,Intermediate Integrated Studio in Contemporary Art Practices,6.00,STU,Studio,"  You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject., ARTX280, CERA230, DRAW200, PTNG200, SCUL210, FBRS240, FBRS260, PHOT210, SCUL200",UGRD,,Studio course,
002435,ARTX,480,Advanced Integrated Studio in Contemporary Art Practices,6.00,STU,Studio,  You must complete 1 of the following rules   Course Prerequisite:,UGRD,,Studio course,
002436,ARTX,490,Independent Study,6.00,STU,Studio,,UGRD,,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a fullâtime ARTX faculty member.,
002437,ARTX,491,Independent Study I,3.00,STU,Studio,,UGRD,,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a fullâtime ARTX faculty member.,
002438,ARTX,492,Independent Study II,3.00,STU,Studio,,UGRD,,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a fullâtime ARTX faculty member. ,
046517,ARTX,399,SPEC.TOPICS CONT.STUDIO PRAC,6.00,LEC,Lecture,,UGRD,,Studio course,
048168,ARTX,398,Special Topics in Contemporary Studio Arts Practice,3.00,STU,Studio,,UGRD,,Studio course,
002439,ASEM,620,ART: IDEAS AND PRACTICES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
045192,ASEM,642,SEMINAR IN CONTEMPORARY ART,3.00,SEM,Seminar,,GRAD,,Check academic program site,
045194,ASEM,645,TOPICS IN ART & CULTURE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
045195,ASEM,646,TOPICS IN ART & CULTURE,3.00,SEM,Seminar,,GRAD,,Check academic program site,
045196,ASEM,652,TOPICS IN MEDIA ARTS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046518,ASEM,644,TOPICS IN ART & IDEOLOGY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046519,ASEM,654,ASPECTS CONTEMPORARY CINEMA,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002536,ATRP,301,An Introduction to Art Therapy,3.00,LEC,Lecture,Course Prerequisite: PSYC200 You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject.  You must have completed a minimum amount of 30 credits.,UGRD,,Check academic program site,
002543,ATRP,600,READINGS IN ART THERAPY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002545,ATRP,602,ASSESSMENT TECHNIQUES - ATRP,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002546,ATRP,603,SYMBOLIC IMAGERY & ATRP,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002547,ATRP,604,GROUP AND FAMILY ART THERAPY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002553,ATRP,613,ART THERAPY PRACTICUM I,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
002554,ATRP,614,ART THERAPY PRACTICUM II,3.00,PRA,Practicum/Intership/work term,   Course Prerequisite: ATRP613,GRAD,,Check academic program site,
002555,ATRP,615,INDEPENDENT PRACTICUM,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002557,ATRP,620,Art Therapy Advanced Clinical Skills,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002559,ATRP,623,ADVANCED ATRP PRACTICUM I,3.00,PRA,Practicum/Intership/work term,"   Course Prerequisite: ATRP613, ATRP614",GRAD,,Check academic program site,
002560,ATRP,624,ADVANCED ATRP PRACTICUM II,3.00,PRA,Practicum/Intership/work term,"   Course Prerequisite: ATRP613, ATRP614, ATRP623",GRAD,,Check academic program site,
002561,ATRP,630,CHILD & ADOLESCENT ATRP,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002572,ATRP,693,RESEARCH IN ART THERAPY,3.00,LEC,Lecture,   Course Prerequisite: CATS691,GRAD,,Check academic program site,
002580,BCEE,231,Structured Programming and Applications for Building and Civil Engineers,3.00,LEC,Lecture,Course Prerequisite: MATH204; Course Co-requisite: ENGR242,UGRD,BCEE 231 = ENGR 231,Check academic program site,
002580,BCEE,231,Structured Programming and Applications for Building and Civil Engineers,3.00,TUT,Tutorial,Course Prerequisite: MATH204; Course Co-requisite: ENGR242,UGRD,BCEE 231 = ENGR 231,Check academic program site,
002583,BCEE,342,Structural Analysis I,3.00,LEC,Lecture,Course Prerequisite: ENGR244,UGRD,BCEE 342 = ENGR 342,Check academic program site,
002583,BCEE,342,Structural Analysis I,3.00,TUT,Tutorial,Course Prerequisite: ENGR244,UGRD,BCEE 342 = ENGR 342,Check academic program site,
002584,BCEE,343,Structural Analysis II,3.00,LEC,Lecture,   Course Prerequisite: BCEE342; Never Taken: BCEE452,UGRD,BCEE 343 = ENGR 343,Check academic program site,
002584,BCEE,343,Structural Analysis II,3.00,TUT,Tutorial,   Course Prerequisite: BCEE342; Never Taken: BCEE452,UGRD,BCEE 343 = ENGR 343,Check academic program site,
002585,BCEE,344,Structural Design of Steel and Wood Elements,3.00,LEC,Lecture,"   Never Taken: BLDG390, CIVI390, CIVI454; Course Prerequisite: BCEE342",UGRD,BCEE 344 = ENGR 344,Check academic program site,
002585,BCEE,344,Structural Design of Steel and Wood Elements,3.00,TUT,Tutorial,"   Never Taken: BLDG390, CIVI390, CIVI454; Course Prerequisite: BCEE342",UGRD,BCEE 344 = ENGR 344,Check academic program site,
002586,BCEE,345,Structural Design of Reinforced Concrete Elements,3.00,LEC,Lecture,"   Never Taken: BLDG490, CIVI453, CIVI490; Course Prerequisite: BCEE342",UGRD,BCEE 345 = ENGR 345,Check academic program site,
002586,BCEE,345,Structural Design of Reinforced Concrete Elements,3.00,TUT,Tutorial,"   Never Taken: BLDG490, CIVI453, CIVI490; Course Prerequisite: BCEE342",UGRD,BCEE 345 = ENGR 345,Check academic program site,
002587,BCEE,371,Surveying,3.00,LAB,Laboratory,Course Prerequisite: BLDG212 or CIVI212,UGRD,BCEE 371 = CIVI 271,Fieldwork,
002587,BCEE,371,Surveying,3.00,LEC,Lecture,Course Prerequisite: BLDG212 or CIVI212,UGRD,BCEE 371 = CIVI 271,Fieldwork,
002588,BCEE,451,Construction Engineering,3.00,LEC,Lecture,"Never Taken: BLDG492, BLDG493 You must complete 1 of the following rules   Course Prerequisite: BLDG341, CIVI341",UGRD,BCEE 451 = ENGR 451,Check academic program site,
002589,BCEE,452,FUNDAMENTALS OF FINITE ELEMENT ANALYSIS OF STRUCTURES,3.00,LEC,Lecture,Course Prerequisite: BCEE 231; BCEE343; ENGR213; ENGR233. BLDG students cannot take for program credit,UGRD,BCEE 452 = ENGR 452,Check academic program site,
002590,BCEE,455,Introduction to Structural Dynamics,3.00,LEC,Lecture,Course Prerequisite: ENGR391; BCEE342; ENGR243. BLDG students cannot take for program credit,UGRD,BCEE 455 = ENGR 455,Check academic program site,
002591,BCEE,464,Project Cost Estimating,3.00,LEC,Lecture,   Course Prerequisite: ENGR301,UGRD,,Check academic program site,
002592,BCEE,465,Construction Planning and Control,3.00,LEC,Lecture,   Course Prerequisite: BLDG478,UGRD,,Check academic program site,
002593,BCEE,466,Simulations and Design of Construction Operations,3.00,LEC,Lecture,   Course Prerequisite: BCEE451,UGRD,,Check academic program site,
002594,BCEE,6961,GRADUATE SEMINAR IN BCEE,1.00,LEC,Lecture,Reserve BCEE,GRAD,,Check academic program site,
049869,BCEE,478,Project Management for Construction,3.00,LEC,Lecture,Prerequisite: BLDG 341 or CIVI 341,UGRD,BCEE 478 = BLDG 478,Check academic program site,
049870,BCEE,491,Labour and Industrial Relations in Construction,3.00,LEC,Lecture,Prerequisite: ENGR 301,UGRD,BCEE 491 = BLDG 491,Check academic program site,
049872,BCEE,492,Construction Processes,3.00,LEC,Lecture,Prerequisite: BCEE 451 or ENGR 451.,UGRD,BCEE 492 = BLDG 492,Check academic program site,
049873,BCEE,493,Legal Issues in Construction,3.00,LEC,Lecture,Prerequisite: ENGR 301.,UGRD,BCEE 493 = BLDG 493,Check academic program site,
002624,BIOL,200,Fundamentals of Human Biology,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002625,BIOL,201,Introductory Biology,3.00,LAB,Laboratory,"Students must not have taken any the following courses: BIOL225, BIOL226, BIOL261.",UGRD,,Laboratory,
002625,BIOL,201,Introductory Biology,3.00,LEC,Lecture,"Students must not have taken any the following courses: BIOL225, BIOL226, BIOL261.",UGRD,,Laboratory,
002628,BIOL,202,General Biology,3.00,LEC,Lecture,Students must not have taken the following course: BIOL201.,UGRD,,Check academic program site,
002630,BIOL,203,Fundamental Nutrition,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002631,BIOL,205,Introduction to Sustainability,3.00,LEC,Lecture,   Never Taken/Not Registered: BIOL208,UGRD,,Check academic program site,
002631,BIOL,205,Introduction to Sustainability,3.00,TUT,Tutorial,   Never Taken/Not Registered: BIOL208,UGRD,,Check academic program site,
002632,BIOL,206,Elementary Genetics,3.00,LEC,Lecture,   Never Taken/Not Registered: BIOL261,UGRD,,Check academic program site,
002641,BIOL,225,Form and Function of Organisms,3.00,LEC,Lecture,Prerequisite: BIOL201.,UGRD,BIOL 225 = BIOL 298D,Check academic program site,
002642,BIOL,226,Biodiversity and Ecology,3.00,LEC,Lecture,Prerequisite: BIOL201.,UGRD,BIOL 226 = BIOL 298E,Check academic program site,
002643,BIOL,227,Laboratory Studies in Biodiversity,3.00,LAB,Laboratory,Prerequisite: BIOL225 and BIOL226.,UGRD,,Laboratory,
002643,BIOL,227,Laboratory Studies in Biodiversity,3.00,LEC,Lecture,Prerequisite: BIOL225 and BIOL226.,UGRD,,Laboratory,
002659,BIOL,261,Molecular and General Genetics,3.00,LEC,Lecture,Prerequisite: Cegep Biology 301 or 101?NYA or BIOL 201; 202 NYA or CHEM 205; 202?NYB or CHEM 206.,UGRD,,Check academic program site,
002659,BIOL,261,Molecular and General Genetics,3.00,TUT,Tutorial,Prerequisite: Cegep Biology 301 or 101?NYA or BIOL 201; 202 NYA or CHEM 205; 202?NYB or CHEM 206.,UGRD,,Check academic program site,
002661,BIOL,266,Cell Biology,3.00,LEC,Lecture,Prerequisite: Cegep Biology 301 or 101?NYA or BIOL 201; 202?NYA or CHEM 205; 202?NYB or CHEM 206.,UGRD,,Check academic program site,
002661,BIOL,266,Cell Biology,3.00,TUT,Tutorial,Prerequisite: Cegep Biology 301 or 101?NYA or BIOL 201; 202?NYA or CHEM 205; 202?NYB or CHEM 206.,UGRD,,Check academic program site,
002683,BIOL,321,Evolution,3.00,LEC,Lecture,Prerequisite: BIOL225 and BIOL226.,UGRD,,Check academic program site,
002683,BIOL,321,Evolution,3.00,TUT,Tutorial,Prerequisite: BIOL225 and BIOL226.,UGRD,,Check academic program site,
002686,BIOL,322,Biostatistics,3.00,LAB,Laboratory,"Prerequisite:  nine BIOL credits in a Biology major, Honours, or specialization program or completion of Stage I of the Geography Honours or specialization programs in Environmental Science or permission of the Department.",UGRD,,Laboratory,
002686,BIOL,322,Biostatistics,3.00,LEC,Lecture,"Prerequisite:  nine BIOL credits in a Biology major, Honours, or specialization program or completion of Stage I of the Geography Honours or specialization programs in Environmental Science or permission of the Department.",UGRD,,Laboratory,
002690,BIOL,330,Vertebrate Biology,3.00,LAB,Laboratory,Prerequisite: BIOL225 and BIOL226.,UGRD,,Laboratory,
002690,BIOL,330,Vertebrate Biology,3.00,LEC,Lecture,Prerequisite: BIOL225 and BIOL226.,UGRD,,Laboratory,
002704,BIOL,337,Invertebrate Biology,3.00,LAB,Laboratory,"Prerequisite: BIOL225, BIOL226 and BIOL227.",UGRD,,Laboratory,
002704,BIOL,337,Invertebrate Biology,3.00,LEC,Lecture,"Prerequisite: BIOL225, BIOL226 and BIOL227.",UGRD,,Laboratory,
002706,BIOL,340,Plant Biology,3.00,LAB,Laboratory,Prerequisite: BIOL225 and BIOL226,UGRD,,Laboratory,
002706,BIOL,340,Plant Biology,3.00,LEC,Lecture,Prerequisite: BIOL225 and BIOL226,UGRD,,Laboratory,
002716,BIOL,350,The Ecology of Individuals,3.00,LEC,Lecture,Prerequisite:  BIOL225 and BIOL226.,UGRD,,Check academic program site,
002717,BIOL,351,Basic Population Ecology,3.00,LAB,Laboratory,"Prerequisite: BIOL226.  Never Taken: BIOL450, BIOL452, BIOL457.",UGRD,,Computer lab,
002717,BIOL,351,Basic Population Ecology,3.00,LEC,Lecture,"Prerequisite: BIOL226.  Never Taken: BIOL450, BIOL452, BIOL457.",UGRD,,Computer lab,
002719,BIOL,353,Communities and Ecosystems,3.00,LEC,Lecture,Prerequisite: BIOL225 and BIOL226.,UGRD,,Check academic program site,
002720,BIOL,354,Behavioural Ecology,3.00,LEC,Lecture,Prerequisite: BIOL226.,UGRD,,Check academic program site,
002720,BIOL,354,Behavioural Ecology,3.00,TUT,Tutorial,Prerequisite: BIOL226.,UGRD,,Check academic program site,
002726,BIOL,364,Cell Physiology,3.00,LEC,Lecture,Prerequisite: BIOL266 and CHEM271.,UGRD,,Check academic program site,
002728,BIOL,366,Mechanisms of Development,3.00,LEC,Lecture,Prerequisite: BIOL261 and BIOL266.,UGRD,,Check academic program site,
002729,BIOL,367,Molecular Biology,3.00,LEC,Lecture,Prerequisite: BIOL261 and CHEM271.,UGRD,BIOL 262 = BIOL 367,Check academic program site,
